i,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA
0.0088,2097,3926,118.31957945182208,96.50585214642454,69.07142857142857,137.57142857142858
0.0088,2381,3925,123.34474252563083,66.54427153857493,79.39285714285714,137.67857142857142
0.0088,1916,3710,54.72920979986198,24.343809523809522,61.17857142857143,125.46428571428571
0.0088,67,3717,0.6,36.74404761904762,1.0833333333333333,125.75
0.0088,2245,3871,75.6682974118697,56.69449377949378,73.67857142857143,134.5
0.0088,2302,3984,139.02718076795935,100.27868255616562,77.75,144.37037037037038
0.0088,1855,3977,51.495000000000005,116.76552471949098,56.785714285714285,144.7037037037037
0.0088,1826,3950,48.17784090909091,77.90283269671505,57.035714285714285,142.8148148148148
0.0088,135,3818,9.816666666666666,58.103571428571435,3.9583333333333335,131.53571428571428
0.0088,2278,3904,39.733333333333334,76.99104761904762,76.25,136.10714285714286
0.0088,2189,3813,80.82718768897136,65.20681818181818,72.25,131.21428571428572
0.0088,704,3921,72.58117038278328,68.82515042523696,23.88888888888889,141.37037037037038
0.0088,1669,3920,53.77463729081377,67.7755983285322,51.035714285714285,136.82142857142858
0.0088,2310,3975,110.19974269983338,77.64956584671893,77.03571428571429,144.55555555555554
0.0111,2353,4022,103.13028227715833,84.45635693599175,77.07142857142857,158.92
0.0111,2779,4031,77.56675266436378,99.36004866709428,93.53571428571429,165.66666666666666
0.0111,2792,4010,101.92117156723477,68.06675811877261,96.03571428571429,151.76923076923077
0.0111,2595,4028,70.80014685855392,68.92832898580552,84.10714285714286,165.45833333333334
0.0111,2125,4012,95.73720470645661,67.77778883684621,66.67857142857143,151.76923076923077
0.0111,2517,4019,105.27612109621478,71.6483297499602,82.17857142857143,158.12
0.0111,2348,4011,126.24080973867133,79.57842636689763,76.32142857142857,151.26923076923077
0.0111,1920,4023,133.0129206140519,76.82445705102401,62.357142857142854,158.92
0.0111,2462,4016,80.35571002542744,77.43635306647123,81.92857142857143,157.0
0.0111,2739,4027,106.84570620878769,76.9912310668214,90.67857142857143,165.16666666666666
0.0111,2948,4008,109.552694714665,64.18402198921804,100.75,151.76923076923077
0.0111,2881,4021,107.0793208298448,78.18418663718076,97.39285714285714,158.48
0.0111,2972,4010,94.75460867578231,72.02869423228691,102.57142857142857,157.2
0.0111,2704,4014,129.82151102577185,79.42776998470303,91.57142857142857,158.2
0.0111,2300,4014,61.141507936507935,81.19304737253813,76.67857142857143,158.08
0.0111,2681,4012,125.22946759748386,83.89325082932704,88.57142857142857,158.48
0.0111,2624,4025,93.91420382965072,87.10713980461773,90.25,164.95833333333334
0.0111,2956,4004,90.84791062416161,83.79258586112874,99.85714285714286,146.2962962962963
0.0111,1669,4016,40.39445887445887,71.13316955784464,48.42857142857143,164.29166666666666
0.0111,2322,4027,126.80674859331108,78.26436277633277,75.75,165.125
0.0133,3051,4036,89.20641683525731,71.96383282706194,105.17857142857143,189.1904761904762
0.0133,2430,4039,40.038781080031086,73.84738099576468,77.92857142857143,181.04545454545453
0.0133,1052,4034,34.28575757575757,67.67520179822112,27.214285714285715,180.6818181818182
0.0133,2671,4033,96.37556219341249,56.95318254757196,91.75,165.54166666666666
0.0133,2741,4038,112.38831345210826,78.24538269281852,95.53571428571429,180.54545454545453
0.0133,2204,4036,40.99378151260505,77.65680853868713,67.78571428571429,166.125
0.0133,2530,4034,63.35164686064875,65.72290369042301,86.32142857142857,165.91666666666666
0.0133,2812,4036,48.13541666666667,66.40496321130817,94.10714285714286,180.86363636363637
0.0133,3240,4038,68.00500936857401,76.34938768742867,111.64285714285714,189.71428571428572
0.0133,2162,4031,70.75987551096247,69.46315006218478,69.96428571428571,181.1818181818182
0.0133,3144,4031,98.71142246508367,71.27352079226489,109.17857142857143,165.54166666666666
0.0133,2527,4033,41.87929864253394,70.12423047106617,84.78571428571429,173.52173913043478
0.0133,2890,4035,88.02533190384202,71.8550792783523,99.03571428571429,180.45454545454547
0.0133,2879,4037,36.28699395432154,77.77764430279265,95.5,189.42857142857142
0.0133,3011,4034,88.55146459876116,66.31435191948799,104.25,173.08695652173913
0.0133,3064,4037,87.23180031962275,73.47022042622513,105.10714285714286,189.57142857142858
0.0133,3027,4036,106.2809835531478,80.2239502356015,103.17857142857143,189.95238095238096
0.0133,2726,4030,118.31273418484894,59.16532042840098,92.46428571428571,172.0
0.0133,2894,4036,103.99945722144983,71.84877775663435,99.25,181.13636363636363
0.0133,2676,4035,52.4011574074074,62.59063765259049,85.07142857142857,189.23809523809524
0.0155,2903,4039,52.456893432071844,68.54595850649325,93.5,199.35
0.0155,3168,4037,81.10771092932893,67.79678660800303,109.17857142857143,220.55555555555554
0.0155,2704,4038,42.23778959810875,66.53532758965582,81.85714285714286,198.85
0.0155,3050,4035,55.37860620374604,66.34883159624243,104.35714285714286,199.4
0.0155,3355,4035,73.73969484138385,71.49012843816527,115.28571428571429,198.2
0.0155,3042,4039,102.01035596034032,68.21550321879639,103.53571428571429,209.78947368421052
0.0155,3347,4037,98.01214916536622,71.52702484276483,116.10714285714286,209.3684210526316
0.0155,3290,4036,92.93987285621574,78.93009274722073,111.92857142857143,208.1578947368421
0.0155,2959,4037,107.3616187268889,72.74708132103872,102.14285714285714,199.0
0.0155,3241,4039,102.18418130220346,74.54607105252327,110.67857142857143,208.68421052631578
0.0155,3135,4038,44.640394736842104,71.5021172980987,106.89285714285714,209.21052631578948
0.0155,2951,4039,41.67464157706093,67.68453096143197,100.25,208.73684210526315
0.0155,3311,4039,89.7983732282485,71.74965852221911,113.60714285714286,220.83333333333334
0.0155,3252,4037,87.9687908535215,69.24827683694548,112.10714285714286,180.95454545454547
0.0155,3013,4038,48.416047114361085,73.07631582745134,102.71428571428571,220.66666666666666
0.0155,3173,4039,62.335379370794975,71.31001457699792,108.39285714285714,189.71428571428572
0.0155,2411,4036,81.14440494085355,60.99614015725878,79.28571428571429,180.86363636363637
0.0155,2898,4038,97.71608103679054,72.73952234729215,103.18518518518519,199.05
0.0155,3068,4036,91.60446091518301,58.46047083361939,104.78571428571429,180.6818181818182
0.0155,3038,4037,104.81900869868109,64.8278838298417,103.78571428571429,189.71428571428572
0.0177,3453,4039,85.46457741342581,62.63781974471747,117.92857142857143,198.6
0.0177,3210,4039,98.43297556733002,69.96623018941594,110.5,221.38888888888889
0.0177,3459,4039,67.84765244412011,67.50814206347225,119.28571428571429,246.25
0.0177,3080,4039,90.60753198738851,59.46062380010157,106.64285714285714,233.8235294117647
0.0177,3495,4039,102.82175311261116,66.66363816658976,122.03571428571429,209.6315789473684
0.0177,3345,4039,93.19095005007955,62.60609276136087,110.28571428571429,249.0625
0.0177,3330,4039,82.17835873344146,68.5431907387542,115.14285714285714,221.33333333333334
0.0177,3352,4039,62.41712394701666,64.72910944558593,116.85714285714286,235.0
0.0177,3405,4039,75.35199457277372,74.73935634250417,118.92857142857143,209.73684210526315
0.0177,3278,4039,41.95273971655931,64.50689328217457,113.14285714285714,247.5625
0.0177,3312,4039,61.147074685348436,61.13322754591943,114.35714285714286,209.57894736842104
0.0177,3333,4039,87.51534086456475,75.46590711942545,114.5,233.1764705882353
0.0177,3587,4039,54.48057757810665,65.22913786601941,124.28571428571429,232.7058823529412
0.0177,3520,4038,52.23391136498619,68.56949799024265,122.39285714285714,221.11111111111111
0.0177,3249,4039,80.1142066076752,60.87683915983716,108.39285714285714,235.0
0.0177,3515,4039,70.97519775643073,71.83998810041001,123.14285714285714,233.2941176470588
0.0177,3592,4039,96.46132485217882,69.13897964632612,125.14285714285714,234.1764705882353
0.0177,3593,4039,72.13514100019891,55.50449050141043,125.96428571428571,209.42105263157896
0.0177,3252,4039,95.20274326186538,86.01698487333782,111.96428571428571,248.125
0.0177,3356,4039,102.68650008273335,65.00136291071358,116.35714285714286,220.94444444444446
0.0199,2545,4039,29.748431372549014,64.25273706881019,79.92857142857143,234.11764705882354
0.0199,3631,4038,65.2142812642987,74.03583819204961,130.5185185185185,248.0625
0.0199,3658,4039,88.49212251744521,77.64424856964061,127.78571428571429,247.9375
0.0199,3363,4039,90.82679246577885,65.30219189614641,112.28571428571429,249.25
0.0199,3437,4039,75.42805296205191,63.96434532255192,119.85714285714286,248.1875
0.0199,2985,4039,62.506977258238315,64.5274789689959,101.46428571428571,265.93333333333334
0.0199,3327,4039,102.46944937978228,69.58920012875679,115.28571428571429,248.125
0.0199,3640,4039,62.21358724582235,61.58928024872856,126.39285714285714,264.1333333333333
0.0199,3474,4039,87.30653037554615,71.77304568617225,121.25,264.3333333333333
0.0199,3507,4039,92.45599711418534,64.64771082084452,127.4074074074074,263.26666666666665
0.0199,3465,4039,78.57462990216086,66.43191951942592,119.14285714285714,262.6666666666667
0.0199,3501,4039,79.33998320537907,67.07473327658437,126.29629629629629,248.8125
0.0199,3486,4039,89.07254316738097,67.49315045145339,121.5,249.0625
0.0199,3291,4039,86.50781055136324,61.92158684190067,113.35714285714286,233.0
0.0199,3368,4039,111.49079178512306,61.15871244590382,116.21428571428571,248.5
0.0199,3427,4039,100.10888345360944,68.44669009974157,118.35714285714286,248.375
0.0199,3112,4039,90.40518255406789,64.03727292781137,108.42857142857143,248.1875
0.0199,3292,4039,74.90403498915954,58.6447789320229,114.35714285714286,248.0625
0.0199,3455,4039,87.84467653904844,59.70248346497304,123.4074074074074,283.35714285714283
0.0199,2106,4039,30.91777306027306,63.16795509896466,54.392857142857146,234.0
0.0221,3492,4039,85.53993438137061,59.131661884778836,124.92592592592592,263.3333333333333
0.0221,3209,4039,112.136819637195,60.24285533159406,111.35714285714286,281.2142857142857
0.0221,3483,4039,93.43165975559307,60.13070651096715,125.5925925925926,302.7692307692308
0.0221,3457,4039,106.44021157277496,68.79765295305538,120.32142857142857,283.0
0.0221,3544,4039,89.50819729659408,54.65399780587628,126.81481481481481,281.0
0.0221,3388,4039,70.42235761505214,58.11946139022329,117.82142857142857,262.2
0.0221,3486,4039,80.42305372177512,65.25406927905783,126.18518518518519,305.9230769230769
0.0221,3605,4039,76.80737001202583,60.901485146435675,130.5185185185185,265.26666666666665
0.0221,3602,4039,60.7093671566524,59.54324629047943,130.77777777777777,263.8
0.0221,3538,4039,76.84647010618387,62.81073983626014,128.40740740740742,264.2
0.0221,3488,4039,86.19849703868888,76.3000972902216,125.96296296296296,302.0769230769231
0.0221,3692,4039,87.22299537755691,61.32363311039135,133.33333333333334,283.85714285714283
0.0221,3546,4039,93.58802580544811,61.1279396424658,122.53571428571429,284.42857142857144
0.0221,3507,4039,60.92344273136213,60.353035823554,125.66666666666667,263.6666666666667
0.0221,3495,4039,79.3984928855718,62.27167140619738,125.44444444444444,283.2142857142857
0.0221,3622,4039,70.74978692522987,64.18154088723051,131.2962962962963,283.57142857142856
0.0221,3432,4039,70.07940229020672,58.12871422932375,118.78571428571429,248.8125
0.0221,3408,4039,54.62730788388269,59.425525247969425,121.66666666666667,283.92857142857144
0.0221,3734,4039,83.56834338702065,56.89068422472724,135.40740740740742,283.7857142857143
0.0221,2929,4039,23.594848484848487,73.04727118949316,95.67857142857143,284.2142857142857
0.0243,3685,4039,47.98582375478927,60.72262252119739,128.89285714285714,284.07142857142856
0.0243,3633,4039,79.04241079746275,59.1555451894954,125.64285714285714,303.38461538461536
0.0243,3597,4039,83.43868755076586,60.22330932953239,135.26923076923077,306.6923076923077
0.0243,3054,4039,39.30312625538483,76.77739037164926,103.07142857142857,305.9230769230769
0.0243,3553,4039,85.23570183153619,64.78786870370693,128.22222222222223,328.3333333333333
0.0243,3752,4039,89.27026033369661,68.62513795665207,135.25925925925927,303.84615384615387
0.0243,3657,4039,81.76716720733306,58.290699047109555,132.88888888888889,329.4166666666667
0.0243,3688,4039,70.94879040870805,56.97644961480968,129.39285714285714,284.2142857142857
0.0243,3668,4039,71.02477532033313,56.709823496926376,128.32142857142858,328.5
0.0243,3423,4039,55.28206378171043,63.843780241186764,116.39285714285714,264.2
0.0243,3662,4039,92.81119011065762,58.63431365735837,127.85714285714286,265.8666666666667
0.0243,3770,4039,66.6367504211892,59.8123691538191,136.59259259259258,301.9230769230769
0.0243,3487,4039,72.78773267554189,58.073306276879364,121.32142857142857,327.3333333333333
0.0243,3061,4039,29.591275252525246,59.47146575769993,99.07142857142857,284.14285714285717
0.0243,3739,4039,87.91769079758033,58.20203957526401,134.4814814814815,306.46153846153845
0.0243,3560,4039,90.16722694011224,58.1857342534988,124.85714285714286,327.6666666666667
0.0243,3519,4039,94.60202403289645,63.485227176233835,127.0,303.6923076923077
0.0243,3568,4039,85.87865396549746,61.52369415753018,123.42857142857143,282.7142857142857
0.0243,3294,4039,52.34873467930758,52.539159582960735,114.96428571428571,327.4166666666667
0.0243,3580,4039,93.03349487465292,60.71920135575162,129.8148148148148,303.3076923076923
0.0265,3699,4039,82.90015338646617,57.54378030256093,129.10714285714286,329.5833333333333
0.0265,3774,4039,102.13052900074811,56.4386605337689,132.5,304.0
0.0265,3787,4039,82.4949329845824,62.03104528745545,137.44444444444446,302.3076923076923
0.0265,3626,4039,55.76771910870379,52.29621818440885,131.37037037037038,359.0
0.0265,3789,4039,46.00077779715033,51.40912748522955,136.77777777777777,301.61538461538464
0.0265,3681,4039,88.42341001100276,57.919440946538984,131.8148148148148,357.90909090909093
0.0265,3466,4039,92.1733354546878,57.27270035842103,118.64285714285714,303.7692307692308
0.0265,3623,4039,77.9600436656178,64.49758550444363,136.92307692307693,357.8181818181818
0.0265,3591,4039,97.0196676654042,57.87948486646671,129.85185185185185,329.4166666666667
0.0265,3535,4039,67.8957961891253,56.523891034879874,125.96296296296296,304.2307692307692
0.0265,3685,4039,80.12720979093311,55.034211596321555,128.67857142857142,306.53846153846155
0.0265,3850,4039,59.72269360536974,57.5495014339745,145.6153846153846,330.3333333333333
0.0265,3733,4039,78.92864169428381,65.35144481043422,134.33333333333334,327.75
0.0265,3663,4039,60.34668231897632,55.66642291972882,133.44444444444446,331.0833333333333
0.0265,3751,4039,61.65180898780401,60.27508030787571,135.25925925925927,327.1666666666667
0.0265,3780,4039,105.95849296785721,61.81803047839039,136.77777777777777,329.3333333333333
0.0265,3829,4039,87.69068386532788,56.10211454188546,139.5185185185185,304.7692307692308
0.0265,3706,4039,76.1336078583028,49.70880527846418,129.39285714285714,359.8181818181818
0.0265,3545,4039,87.6373050882953,57.021407673439796,123.10714285714286,306.0769230769231
0.0265,3529,4039,76.82131891424834,57.99019386468435,127.33333333333333,304.3076923076923
0.0287,3842,4039,77.31629485491239,62.12868950051236,139.55555555555554,361.27272727272725
0.0287,3709,4039,31.03606837606838,56.023627880638,129.39285714285714,360.8181818181818
0.0287,3755,4039,52.90704795836372,52.45020066314138,130.92857142857142,359.27272727272725
0.0287,3557,4039,59.28871075040947,76.48779042799019,124.82142857142857,330.0833333333333
0.0287,3655,4039,88.5522044399091,55.91762123964835,125.92857142857143,355.3636363636364
0.0287,3552,4039,87.20362447534494,52.79888640885345,127.51851851851852,357.72727272727275
0.0287,3819,4039,62.96048084204532,52.74335730851084,139.55555555555554,304.38461538461536
0.0287,3741,4039,84.23331890494731,66.37696185675327,134.2962962962963,361.09090909090907
0.0287,3768,4039,83.87089696392225,55.80115907503042,131.71428571428572,358.3636363636364
0.0287,3646,4039,71.82223255269028,61.071950444465095,132.74074074074073,331.6666666666667
0.0287,3617,4039,85.80803149139794,64.27415417892347,131.11111111111111,356.09090909090907
0.0287,3653,4039,69.66701150571063,58.08477164389757,132.40740740740742,357.0
0.0287,3826,4039,70.97195597661408,50.77366578368482,138.8148148148148,329.6666666666667
0.0287,3802,4039,55.27578552902794,58.64314294445275,138.25925925925927,359.09090909090907
0.0287,3669,4039,81.5327904472846,52.15555696392464,133.77777777777777,391.8
0.0287,3666,4039,76.1454119712114,61.1223803408084,138.76923076923077,330.0
0.0287,3672,4039,77.40365640764902,55.4019112473148,144.04,330.75
0.0287,3737,4039,69.26395105332554,64.4723118542297,131.10714285714286,303.38461538461536
0.0287,3753,4039,81.21664674936547,61.51397679955733,130.53571428571428,360.1818181818182
0.0287,3845,4039,79.01807890344858,58.01528575611004,139.7037037037037,360.1818181818182
0.0309,3848,4039,61.256154913743025,50.5031776633604,139.25925925925927,396.0
0.0309,3788,4039,72.32401663673868,54.89009318545286,132.42857142857142,359.90909090909093
0.0309,3652,4039,54.56135227463725,53.1691864689549,137.65384615384616,355.45454545454544
0.0309,3840,4039,76.67482200126,54.56716773573148,139.44444444444446,392.4
0.0309,3821,4039,57.63482904404363,56.20632139279333,138.85185185185185,392.2
0.0309,3821,4039,51.53155837766208,59.122266548990254,139.1851851851852,355.8181818181818
0.0309,3721,4039,89.50403843019268,54.07620088941644,134.8148148148148,360.6363636363636
0.0309,3657,4039,57.751703678082734,50.37232624332061,130.92592592592592,357.72727272727275
0.0309,3869,4039,71.43553643288853,53.12716103789321,152.68,387.9
0.0309,3838,4039,77.27514993972031,58.99071573092166,140.0,360.09090909090907
0.0309,3704,4039,55.59040205309236,52.41044166437937,133.03703703703704,394.0
0.0309,3705,4039,61.30079594966693,88.94232940448754,128.57142857142858,361.09090909090907
0.0309,3604,4039,96.35383311500541,50.93600545523334,129.77777777777777,397.3
0.0309,3657,4039,70.84178519029474,54.693722889364025,132.14814814814815,358.90909090909093
0.0309,3817,4039,76.10580862551264,57.041624049329485,138.55555555555554,356.09090909090907
0.0309,3771,4039,67.71900186849078,57.27210790364105,131.10714285714286,394.0
0.0309,3724,4039,89.75396086301348,60.60936002510035,129.28571428571428,390.0
0.0309,3871,4039,78.93730282678817,53.076708416942495,141.2962962962963,430.77777777777777
0.0309,3633,4039,72.7747655641247,57.53515252776608,132.14814814814815,355.72727272727275
0.0309,3650,4039,72.66456357537848,51.163334876452666,132.7037037037037,389.9
0.0332,3675,4039,71.51681205341838,50.2039365474797,138.8846153846154,388.9
0.0332,3807,4039,46.623798017596634,55.50359420263335,138.03703703703704,393.0
0.0332,3645,4039,61.87248081003903,52.872408068270445,131.2962962962963,395.2
0.0332,3881,4039,75.24057980880457,53.20921329089005,147.19230769230768,360.1818181818182
0.0332,3873,4039,95.54838458731868,52.7687361710043,139.88888888888889,394.7
0.0332,3935,4039,77.03068713269172,52.62293843150201,149.07692307692307,393.8
0.0332,3881,4039,46.352204600823555,50.10302550177261,146.96153846153845,435.44444444444446
0.0332,3852,4039,64.95920002762968,54.969842078507725,139.66666666666666,432.55555555555554
0.0332,3872,4039,75.48304617436264,61.392661725286835,146.30769230769232,390.0
0.0332,3860,4039,77.6307232418742,57.81206189399063,139.40740740740742,389.3
0.0332,3776,4039,79.52986206333159,51.87321690753167,132.07142857142858,389.6
0.0332,3778,4039,66.49117370774078,51.43270983318265,132.25,352.3636363636364
0.0332,3784,4039,32.15468791719472,52.93624674596938,136.40740740740742,387.5
0.0332,3829,4039,75.34093426473528,55.29231658863696,143.57692307692307,386.5
0.0332,3892,4039,100.55655248077467,54.31106283925003,141.8148148148148,394.6
0.0332,3894,4039,79.59895839884452,56.935534143008354,147.15384615384616,390.8
0.0332,3714,4039,79.3080504873196,56.229263393421604,130.64285714285714,359.1818181818182
0.0332,3866,4039,89.12537886511036,57.49787140885752,146.23076923076923,394.2
0.0332,3903,4039,71.52310366520841,50.502558898839865,141.96296296296296,426.44444444444446
0.0332,3875,4039,99.07237623468163,53.642550474567784,146.15384615384616,357.1818181818182
0.0354,3895,4039,73.34641276135469,57.473916982002265,146.57692307692307,431.77777777777777
0.0354,3906,4039,62.00218819339359,54.27389239982831,159.95833333333334,435.77777777777777
0.0354,3830,4039,90.47223155249624,50.88666696603983,138.77777777777777,433.77777777777777
0.0354,3911,4039,78.14550621692526,67.38103919277646,148.65384615384616,437.1111111111111
0.0354,3703,4039,87.30424527158294,55.02598873538109,135.11111111111111,393.9
0.0354,3869,4039,76.03937526902644,52.99592203665793,140.74074074074073,391.7
0.0354,3904,4039,65.49045868116319,52.1480449589867,147.5,429.3333333333333
0.0354,3846,4039,74.50889927692754,49.75734665842731,139.88888888888889,432.22222222222223
0.0354,3745,4039,56.339867123842836,61.5635228258246,131.21428571428572,392.3
0.0354,3885,4039,71.90073449017545,55.755010507835735,141.11111111111111,391.2
0.0354,3893,4039,85.30616292057483,60.8703371278409,147.03846153846155,398.3
0.0354,3813,4039,39.68239969771929,55.25592048801691,138.7037037037037,360.8181818181818
0.0354,3828,4039,77.93724923636134,54.97936757270795,138.07407407407408,387.8
0.0354,3947,4039,70.97169216279094,48.47975209378421,155.12,393.7
0.0354,3795,4039,80.04381149494088,51.45211811898732,133.0,393.4
0.0354,3885,4039,77.90736307362222,57.12603189276018,141.92592592592592,431.22222222222223
0.0354,3908,4039,65.6228728957355,52.73344310212393,148.15384615384616,394.1
0.0354,3723,4039,58.019127264007025,57.086525804474455,135.44444444444446,436.0
0.0354,3858,4039,69.42821849343112,56.98466331314709,140.2962962962963,428.1111111111111
0.0354,3774,4039,72.13330797766227,59.87946821027604,143.23076923076923,436.77777777777777
0.0376,3896,4039,66.09950917801775,58.16028792349971,147.15384615384616,433.1111111111111
0.0376,3860,4039,56.04308604755185,55.561852629533384,140.40740740740742,388.9
0.0376,3859,4039,59.818064611544415,53.824982338693395,138.11111111111111,436.8888888888889
0.0376,3881,4039,75.26434139005879,49.67135365612408,146.8846153846154,483.0
0.0376,3943,4039,70.7812085987114,53.40902378859106,143.88888888888889,433.6666666666667
0.0376,3833,4039,79.52874052926771,60.240607989514885,138.85185185185185,423.44444444444446
0.0376,3881,4039,66.85512729398913,51.00911499613148,141.37037037037038,436.1111111111111
0.0376,3738,4039,81.44486738459139,57.622342691399545,141.69230769230768,439.22222222222223
0.0376,3958,4039,72.0547584983184,52.50275753904441,156.0,392.5
0.0376,3782,4039,75.19690015708419,51.99088490151995,138.14814814814815,482.0
0.0376,3682,4039,68.29569009977173,50.52206725249489,138.84615384615384,397.5
